Total number of games found: 10874,,,,,
Number of games with 20 or more players: 590,,,,,
game name,number of players,total playtime,playtime distribution,average playtime,Category
Path of Exile,133,34490.88333,"[35.96666666666667, 12.383333333333333, 612.6166666666667, 0.43333333333333335, 0.11666666666666667, 1422.2333333333333, 4.65, 1969.8833333333334, 11.983333333333333, 758.6, 12.483333333333333, 24.233333333333334, 27.016666666666666, 1.2, 105.66666666666667, 108.36666666666666, 8.533333333333333, 4.683333333333334, 14.4, 84.93333333333334, 1444.3833333333334, 1570.0333333333333, 3.2666666666666666, 211.01666666666668, 5.533333333333333, 1.0833333333333333, 492.28333333333336, 9.8, 6.616666666666666, 1167.9833333333333, 3.6333333333333333, 27.166666666666668, 6.783333333333333, 29.983333333333334, 11.433333333333334, 3.3666666666666667, 2448.9333333333334, 103.7, 0.4, 4.566666666666666, 4.483333333333333, 16.833333333333332, 288.6166666666667, 53.13333333333333, 10.316666666666666, 23.583333333333332, 0.4666666666666667, 0.1, 923.8166666666667, 0.35, 2075.5333333333333, 1933.6833333333334, 0.55, 22.033333333333335, 5.65, 1930.6333333333334, 785.5166666666667, 0.03333333333333333, 1.0, 12.616666666666667, 31.2, 2467.383333333333, 1.2, 0.1, 5.95, 22.883333333333333, 1.2, 25.4, 116.06666666666666, 0.8666666666666667, 177.86666666666667, 36.333333333333336, 0.5, 1.3166666666666667, 2.9, 0.03333333333333333, 6.616666666666666, 0.38333333333333336, 0.5833333333333334, 0.6666666666666666, 122.36666666666666, 0.2833333333333333, 144.9, 1103.4833333333333, 63.35, 142.0, 2934.483333333333, 79.71666666666667, 7.2, 8.15, 14.6, 31.266666666666666, 12.4, 5.05, 0.4666666666666667, 26.666666666666668, 15.4, 1427.1, 12.4, 13.666666666666666, 10.033333333333333, 0.6, 0.5333333333333333, 0.06666666666666667, 26.2, 4.716666666666667, 436.5833333333333, 3.816666666666667, 37.916666666666664, 0.8, 143.96666666666667, 3.3666666666666667, 0.7833333333333333, 1332.9666666666667, 35.25, 6.933333333333334, 0.8833333333333333, 641.7, 11.8, 1.2166666666666666, 0.48333333333333334, 21.6, 1.8166666666666667, 4.6, 32.266666666666666, 0.7333333333333333, 1330.7333333333333, 12.416666666666666, 141.23333333333332, 0.26666666666666666, 0.13333333333333333, 0.36666666666666664, 318.4]",259.3299499,Competitive
TrackMania² Stadium,26,321.4833333,"[14.166666666666666, 0.7666666666666667, 2.5, 0.85, 4.15, 0.55, 1.2666666666666666, 1.7166666666666666, 2.3, 12.883333333333333, 36.25, 3.45, 1.4666666666666666, 5.35, 27.066666666666666, 0.7166666666666667, 1.8333333333333333, 137.8, 0.2, 6.35, 1.2666666666666666, 1.9333333333333333, 1.65, 40.1, 4.8, 10.1]",12.36474359,Casual
The Forest,65,1235.283333,"[81.41666666666667, 1.4333333333333333, 18.233333333333334, 0.8, 8.083333333333334, 75.28333333333333, 11.283333333333333, 61.8, 3.316666666666667, 3.3333333333333335, 1.1, 10.216666666666667, 21.116666666666667, 2.45, 85.01666666666667, 4.5, 11.05, 2.4833333333333334, 3.566666666666667, 0.45, 7.7, 0.4, 20.066666666666666, 98.71666666666667, 45.88333333333333, 0.5666666666666667, 4.183333333333334, 16.383333333333333, 0.43333333333333335, 44.483333333333334, 3.9166666666666665, 1.9166666666666667, 3.8666666666666667, 13.8, 0.18333333333333332, 28.483333333333334, 26.683333333333334, 6.433333333333334, 41.85, 0.03333333333333333, 14.6, 5.683333333333334, 7.716666666666667, 10.233333333333333, 1.9666666666666666, 9.633333333333333, 22.133333333333333, 18.75, 55.75, 22.45, 8.366666666666667, 27.1, 110.55, 1.5166666666666666, 7.6, 2.216666666666667, 29.483333333333334, 1.5666666666666667, 36.45, 34.983333333333334, 0.4, 11.916666666666666, 7.683333333333334, 5.883333333333334, 7.733333333333333]",19.00435897,Casual
PAYDAY 2,138,4697.066667,"[66.31666666666666, 34.43333333333333, 21.666666666666668, 3.433333333333333, 32.61666666666667, 1.2666666666666666, 5.633333333333334, 15.666666666666666, 5.483333333333333, 5.916666666666667, 8.216666666666667, 28.316666666666666, 11.183333333333334, 8.1, 123.88333333333334, 124.95, 206.95, 14.316666666666666, 61.96666666666667, 26.316666666666666, 0.13333333333333333, 99.55, 105.96666666666667, 74.88333333333334, 0.15, 0.3333333333333333, 54.4, 100.58333333333333, 1.6, 101.18333333333334, 0.4166666666666667, 1.3833333333333333, 30.933333333333334, 19.133333333333333, 0.9833333333333333, 21.433333333333334, 7.266666666666667, 22.566666666666666, 1.15, 2.4833333333333334, 33.75, 2.066666666666667, 11.666666666666666, 0.6333333333333333, 178.45, 6.833333333333333, 2.25, 2.5166666666666666, 0.3333333333333333, 5.05, 40.9, 10.666666666666666, 130.75, 0.13333333333333333, 0.75, 29.35, 2.6, 0.08333333333333333, 0.4, 0.85, 10.283333333333333, 21.933333333333334, 4.316666666666666, 201.33333333333334, 326.1166666666667, 0.016666666666666666, 47.78333333333333, 0.18333333333333332, 51.25, 21.316666666666666, 323.9, 2.75, 0.6166666666666667, 2.1166666666666667, 7.9, 2.5166666666666666, 0.25, 1.2166666666666666, 1.6666666666666667, 0.75, 6.833333333333333, 5.35, 0.06666666666666667, 3.3, 0.016666666666666666, 2.8833333333333333, 25.05, 0.18333333333333332, 1.3166666666666667, 1.0666666666666667, 0.45, 93.25, 8.633333333333333, 93.33333333333333, 18.733333333333334, 17.266666666666666, 1.3666666666666667, 1.15, 3.45, 0.9833333333333333, 188.0, 1.0666666666666667, 4.316666666666666, 2.7333333333333334, 1.85, 4.9, 0.2, 3.2666666666666666, 10.6, 51.25, 2.4, 0.6166666666666667, 8.916666666666666, 6.616666666666666, 1.75, 3.15, 37.21666666666667, 50.95, 0.9, 60.56666666666667, 5.383333333333334, 306.6666666666667, 279.25, 5.016666666666667, 19.35, 62.65, 40.93333333333333, 41.6, 8.333333333333334, 10.033333333333333, 4.35, 166.05, 6.916666666666667, 57.916666666666664, 9.816666666666666, 2.716666666666667, 0.6, 2.1166666666666667]",34.03671498,Casual
Rocket League,122,33483.95,"[497.73333333333335, 15.283333333333333, 0.2, 11.6, 75.95, 0.7, 2.2, 2.7333333333333334, 1.3, 1253.6666666666667, 61.8, 9.15, 1465.15, 933.9166666666666, 79.21666666666667, 0.6333333333333333, 16.2, 5.083333333333333, 3.3, 3.783333333333333, 1132.0833333333333, 122.91666666666667, 7.483333333333333, 162.53333333333333, 660.3833333333333, 584.5833333333334, 14.45, 53.8, 0.8166666666666667, 8.783333333333333, 60.71666666666667, 202.11666666666667, 394.6, 278.75, 0.08333333333333333, 21.0, 0.8, 0.16666666666666666, 4.3, 925.65, 161.51666666666668, 25.516666666666666, 17.383333333333333, 185.6, 19.716666666666665, 968.4666666666667, 3.9166666666666665, 0.9, 24.816666666666666, 3.716666666666667, 943.3, 0.7, 2.6333333333333333, 213.78333333333333, 0.31666666666666665, 5.4, 3590.5, 17.883333333333333, 3.066666666666667, 5.166666666666667, 10.55, 114.45, 20.15, 9.366666666666667, 26.65, 13.85, 2.283333333333333, 6.0, 2.35, 74.41666666666667, 47.36666666666667, 15.333333333333334, 7.083333333333333, 657.6666666666666, 1.1833333333333333, 15.1, 13.65, 516.55, 0.9166666666666666, 51.05, 621.7833333333333, 2729.15, 45.6, 556.5, 471.1333333333333, 1.8166666666666667, 4.633333333333334, 0.21666666666666667, 3754.766666666667, 6.866666666666666, 555.4666666666667, 221.68333333333334, 2129.766666666667, 3.5166666666666666, 0.6333333333333333, 9.783333333333333, 30.483333333333334, 13.616666666666667, 401.8666666666667, 1012.7333333333333, 46.083333333333336, 124.76666666666667, 8.316666666666666, 1.2333333333333334, 6.533333333333333, 416.68333333333334, 96.46666666666667, 16.866666666666667, 54.95, 44.35, 2166.3333333333335, 205.33333333333334, 0.6333333333333333, 9.95, 776.65, 1.7166666666666666, 4.733333333333333, 6.65, 2.683333333333333, 2.066666666666667, 41.11666666666667, 1.9333333333333333]",274.4586066,Competitive
Sniper Elite V2,60,614.7833333,"[0.35, 5.05, 5.25, 3.4, 1.2, 4.55, 72.9, 0.6333333333333333, 1.6833333333333333, 2.2666666666666666, 1.6833333333333333, 6.183333333333334, 1.4666666666666666, 2.85, 1.05, 5.45, 2.45, 7.2, 0.25, 10.5, 13.066666666666666, 0.23333333333333334, 1.5833333333333333, 15.85, 11.8, 2.433333333333333, 2.25, 34.86666666666667, 0.35, 22.416666666666668, 0.55, 0.18333333333333332, 0.16666666666666666, 29.4, 0.9666666666666667, 8.1, 7.016666666666667, 14.333333333333334, 2.0833333333333335, 1.75, 5.933333333333334, 2.3833333333333333, 2.1166666666666667, 3.55, 9.416666666666666, 141.23333333333332, 1.8, 11.6, 10.0, 2.25, 47.43333333333333, 2.85, 4.466666666666667, 12.75, 10.666666666666666, 15.4, 6.533333333333333, 1.4333333333333333, 1.1, 16.1]",10.24638889,Casual
Dying Light,76,2600.033333,"[33.63333333333333, 17.0, 39.1, 26.033333333333335, 6.633333333333334, 11.816666666666666, 88.5, 362.6666666666667, 2.8833333333333333, 7.1, 54.0, 150.41666666666666, 23.083333333333332, 18.983333333333334, 19.25, 2.6666666666666665, 67.86666666666666, 37.35, 17.116666666666667, 36.11666666666667, 1.4833333333333334, 7.966666666666667, 33.86666666666667, 9.4, 41.31666666666667, 4.533333333333333, 14.266666666666667, 3.05, 2.466666666666667, 46.63333333333333, 3.8, 13.833333333333334, 81.91666666666667, 82.18333333333334, 38.93333333333333, 6.433333333333334, 2.3666666666666667, 18.616666666666667, 1.5166666666666666, 1.5, 19.55, 58.016666666666666, 32.96666666666667, 101.46666666666667, 42.766666666666666, 8.016666666666667, 33.71666666666667, 13.233333333333333, 18.2, 60.333333333333336, 10.566666666666666, 40.31666666666667, 87.35, 51.18333333333333, 5.85, 1.0166666666666666, 73.78333333333333, 49.53333333333333, 17.933333333333334, 10.183333333333334, 39.05, 21.6, 6.266666666666667, 55.31666666666667, 44.85, 0.35, 40.983333333333334, 75.83333333333333, 15.566666666666666, 37.56666666666667, 2.216666666666667, 8.516666666666667, 9.45, 21.933333333333334, 40.233333333333334, 6.016666666666667]",34.21096491,Casual
ARK: Survival Evolved,76,14675.45,"[486.1333333333333, 7.45, 10.7, 5.9, 405.9, 0.11666666666666667, 32.36666666666667, 5.966666666666667, 1.8833333333333333, 21.733333333333334, 323.03333333333336, 18.133333333333333, 15.3, 138.21666666666667, 0.85, 325.43333333333334, 78.1, 40.46666666666667, 0.6833333333333333, 5.916666666666667, 0.4666666666666667, 279.46666666666664, 6.3, 0.03333333333333333, 53.7, 98.55, 17.366666666666667, 32.483333333333334, 79.71666666666667, 52.75, 41.016666666666666, 2050.733333333333, 1.9, 2.65, 11.0, 214.83333333333334, 1.3, 62.2, 20.233333333333334, 1.8, 4.966666666666667, 22.083333333333332, 0.5833333333333334, 1.6166666666666667, 6.133333333333334, 29.066666666666666, 51.416666666666664, 1.55, 0.5, 2.966666666666667, 0.5333333333333333, 3.9166666666666665, 59.21666666666667, 8739.566666666668, 5.116666666666666, 40.416666666666664, 203.55, 5.8, 2.35, 6.916666666666667, 1.2333333333333334, 44.46666666666667, 17.05, 29.6, 23.216666666666665, 9.45, 2.1166666666666667, 39.11666666666667, 1.35, 0.55, 1.7333333333333334, 6.516666666666667, 31.55, 0.9833333333333333, 319.4, 6.066666666666666]",193.0980263,Competitive
STAR WARS™ Knights of the Old Republic™,37,386.1166667,"[30.016666666666666, 33.63333333333333, 5.083333333333333, 0.6333333333333333, 0.3333333333333333, 0.15, 16.366666666666667, 21.566666666666666, 1.3333333333333333, 18.083333333333332, 1.8, 0.25, 0.35, 0.016666666666666666, 0.05, 0.48333333333333334, 0.7, 0.08333333333333333, 0.31666666666666665, 0.05, 25.7, 0.11666666666666667, 31.083333333333332, 30.166666666666668, 0.5833333333333334, 0.03333333333333333, 88.75, 0.06666666666666667, 0.3333333333333333, 2.5833333333333335, 5.4, 3.033333333333333, 1.1166666666666667, 45.18333333333333, 0.06666666666666667, 20.566666666666666, 0.03333333333333333]",10.43558559,Casual
STAR WARS™ Knights of the Old Republic™ II: The Sith Lords™,22,268.1333333,"[104.11666666666666, 1.0666666666666667, 18.683333333333334, 0.05, 7.033333333333333, 51.28333333333333, 3.6666666666666665, 0.016666666666666666, 0.7333333333333333, 14.833333333333334, 0.016666666666666666, 1.4333333333333333, 1.05, 0.21666666666666667, 4.183333333333334, 1.7166666666666666, 5.816666666666666, 32.9, 0.45, 6.366666666666666, 10.933333333333334, 1.5666666666666667]",12.18787879,Casual
XCOM 2,49,1902.016667,"[0.016666666666666666, 40.9, 68.41666666666667, 38.56666666666667, 8.35, 42.68333333333333, 25.816666666666666, 14.383333333333333, 0.016666666666666666, 169.18333333333334, 2.716666666666667, 2.0833333333333335, 5.916666666666667, 336.1666666666667, 8.566666666666666, 6.45, 326.68333333333334, 6.7, 9.833333333333334, 20.05, 55.13333333333333, 0.16666666666666666, 4.133333333333334, 0.11666666666666667, 62.0, 18.116666666666667, 42.083333333333336, 44.38333333333333, 1.7666666666666666, 2.1, 8.35, 0.7, 26.983333333333334, 30.833333333333332, 8.7, 0.7833333333333333, 33.166666666666664, 42.38333333333333, 6.65, 1.25, 0.9333333333333333, 20.9, 57.95, 99.08333333333333, 9.366666666666667, 24.666666666666668, 103.41666666666667, 0.4666666666666667, 61.93333333333333]",38.81666667,Casual
Z1 Battle Royale,81,7611.933333,"[33.46666666666667, 3.933333333333333, 48.68333333333333, 28.8, 8.133333333333333, 58.9, 90.91666666666667, 0.6, 32.75, 2.1166666666666667, 76.48333333333333, 16.05, 380.5833333333333, 0.25, 15.283333333333333, 11.316666666666666, 32.083333333333336, 11.516666666666667, 0.5666666666666667, 2.8, 0.5666666666666667, 1.3166666666666667, 0.5, 23.35, 238.71666666666667, 0.18333333333333332, 0.6833333333333333, 69.0, 1610.6833333333334, 644.25, 0.8666666666666667, 283.65, 1.4666666666666666, 156.4, 80.18333333333334, 4.35, 295.6666666666667, 13.116666666666667, 5.233333333333333, 3.3666666666666667, 163.9, 162.68333333333334, 1094.95, 0.8833333333333333, 342.98333333333335, 62.55, 6.083333333333333, 6.766666666666667, 111.66666666666667, 4.316666666666666, 15.783333333333333, 3.7, 199.11666666666667, 30.883333333333333, 3.1333333333333333, 2.1, 3.7666666666666666, 42.45, 221.53333333333333, 0.65, 0.35, 0.8666666666666667, 1.5833333333333333, 45.7, 85.43333333333334, 155.16666666666666, 46.983333333333334, 0.5666666666666667, 0.9666666666666667, 65.83333333333333, 252.15, 1.2833333333333334, 2.5, 0.31666666666666665, 4.066666666666666, 4.6, 0.21666666666666667, 36.31666666666667, 22.066666666666666, 1.3, 114.98333333333333]",93.9744856,Competitive
Conan Exiles,43,2992.433333,"[287.53333333333336, 15.2, 20.183333333333334, 4.483333333333333, 76.96666666666667, 167.65, 0.6, 111.3, 0.6333333333333333, 78.08333333333333, 4.2, 80.88333333333334, 10.0, 46.56666666666667, 1.9833333333333334, 288.2, 5.066666666666666, 6.166666666666667, 33.06666666666667, 0.21666666666666667, 47.233333333333334, 576.6333333333333, 20.666666666666668, 16.533333333333335, 342.23333333333335, 5.516666666666667, 137.35, 6.766666666666667, 22.883333333333333, 144.18333333333334, 62.11666666666667, 1.6666666666666667, 1.2833333333333334, 27.983333333333334, 98.61666666666666, 1.85, 58.016666666666666, 1.7833333333333334, 3.9166666666666665, 160.11666666666667, 4.133333333333334, 4.9, 7.066666666666666]",69.59147287,Intense
No Man's Sky,82,4280.283333,"[22.016666666666666, 120.36666666666666, 6.016666666666667, 2.8666666666666667, 56.28333333333333, 89.58333333333333, 51.75, 1.2, 8.983333333333333, 37.25, 55.0, 14.933333333333334, 3.2666666666666666, 7.133333333333334, 1.5666666666666667, 99.6, 4.35, 4.933333333333334, 34.75, 131.8, 17.933333333333334, 0.43333333333333335, 15.0, 11.433333333333334, 65.88333333333334, 11.233333333333333, 32.65, 169.05, 195.08333333333334, 5.816666666666666, 96.26666666666667, 66.26666666666667, 78.16666666666667, 5.35, 0.016666666666666666, 114.98333333333333, 16.733333333333334, 0.48333333333333334, 57.266666666666666, 0.7333333333333333, 131.71666666666667, 4.033333333333333, 10.666666666666666, 6.0, 49.733333333333334, 0.9166666666666666, 4.65, 18.5, 51.833333333333336, 44.766666666666666, 70.41666666666667, 41.13333333333333, 2.283333333333333, 0.25, 19.95, 21.333333333333332, 33.38333333333333, 20.966666666666665, 180.03333333333333, 74.51666666666667, 25.683333333333334, 81.55, 77.48333333333333, 58.0, 204.16666666666666, 4.166666666666667, 0.5166666666666667, 9.066666666666666, 34.266666666666666, 310.03333333333336, 2.2333333333333334, 12.716666666666667, 416.6, 3.2333333333333334, 17.216666666666665, 8.966666666666667, 100.26666666666667, 72.21666666666667, 11.283333333333333, 257.3333333333333, 71.16666666666667, 0.6]",52.19857724,Intense
Dying Light 2: Reloaded Edition,26,722.5333333,"[27.65, 11.65, 29.733333333333334, 13.066666666666666, 19.133333333333333, 55.516666666666666, 48.55, 15.583333333333334, 6.083333333333333, 80.7, 1.0333333333333334, 34.03333333333333, 13.166666666666666, 166.63333333333333, 3.7, 25.366666666666667, 0.8, 4.65, 31.4, 17.166666666666668, 1.1833333333333333, 16.116666666666667, 5.466666666666667, 24.966666666666665, 44.5, 24.683333333333334]",27.78974359,Casual
HELLDIVERS™ 2,88,4932.466667,"[53.4, 8.15, 23.05, 7.9, 9.6, 39.93333333333333, 9.15, 30.683333333333334, 28.783333333333335, 8.833333333333334, 21.416666666666668, 1.2333333333333334, 5.183333333333334, 238.13333333333333, 18.733333333333334, 38.333333333333336, 165.68333333333334, 1.3333333333333333, 37.3, 10.566666666666666, 306.5, 4.5, 1253.8, 6.516666666666667, 8.9, 2.3833333333333333, 3.6333333333333333, 27.116666666666667, 6.45, 158.0, 9.75, 15.516666666666667, 56.583333333333336, 278.6666666666667, 27.166666666666668, 10.033333333333333, 9.966666666666667, 31.5, 81.88333333333334, 8.933333333333334, 63.53333333333333, 0.31666666666666665, 202.4, 32.4, 75.06666666666666, 16.25, 19.183333333333334, 7.133333333333334, 28.6, 106.55, 43.55, 142.43333333333334, 13.233333333333333, 18.783333333333335, 2.75, 0.55, 128.45, 9.6, 14.033333333333333, 12.15, 11.083333333333334, 0.9833333333333333, 28.0, 43.56666666666667, 9.716666666666667, 1.5666666666666667, 43.28333333333333, 39.583333333333336, 12.0, 2.216666666666667, 39.0, 106.41666666666667, 5.466666666666667, 46.35, 24.383333333333333, 21.166666666666668, 66.15, 23.733333333333334, 18.366666666666667, 85.71666666666667, 31.333333333333332, 93.76666666666667, 5.833333333333333, 68.46666666666667, 28.05, 4.583333333333333, 8.716666666666667, 60.8]",56.05075758,Intense
Black Desert,36,2428,"[7.266666666666667, 1.5166666666666666, 27.8, 7.633333333333334, 246.76666666666668, 0.8166666666666667, 7.133333333333334, 13.15, 462.6, 72.65, 0.3333333333333333, 2.55, 4.083333333333333, 85.96666666666667, 1.85, 4.266666666666667, 14.583333333333334, 1.9666666666666666, 1.2166666666666666, 0.7166666666666667, 0.18333333333333332, 28.683333333333334, 3.0, 22.566666666666666, 225.06666666666666, 574.5, 40.13333333333333, 0.7, 0.6166666666666667, 1.0, 2.0166666666666666, 147.91666666666666, 188.76666666666668, 223.9, 0.65, 3.433333333333333]",67.44444444,Intense
Far Cry 5,40,1529.033333,"[8.066666666666666, 16.016666666666666, 3.1666666666666665, 3.0, 79.26666666666667, 11.816666666666666, 3.25, 46.36666666666667, 73.15, 91.46666666666667, 39.21666666666667, 67.58333333333333, 56.96666666666667, 2.15, 9.766666666666667, 71.46666666666667, 22.666666666666668, 13.066666666666666, 24.9, 23.333333333333332, 48.583333333333336, 34.93333333333333, 19.6, 64.03333333333333, 32.46666666666667, 42.416666666666664, 5.633333333333334, 38.96666666666667, 68.38333333333334, 18.233333333333334, 21.35, 6.2, 29.15, 213.21666666666667, 38.016666666666666, 8.45, 0.16666666666666666, 112.61666666666666, 43.93333333333333, 16.0]",38.22583333,Casual
Palworld,42,1552.366667,"[66.1, 46.083333333333336, 33.31666666666667, 15.383333333333333, 137.76666666666668, 32.1, 111.53333333333333, 19.916666666666668, 8.383333333333333, 12.016666666666667, 3.716666666666667, 13.166666666666666, 36.81666666666667, 153.11666666666667, 35.15, 24.416666666666668, 107.95, 6.233333333333333, 2.8, 47.0, 0.6, 1.1333333333333333, 50.35, 53.583333333333336, 2.75, 16.783333333333335, 1.1, 16.0, 22.033333333333335, 0.4666666666666667, 50.3, 12.65, 15.2, 17.533333333333335, 83.8, 85.68333333333334, 42.333333333333336, 12.45, 22.466666666666665, 86.33333333333333, 1.3166666666666667, 44.53333333333333]",36.96111111,Casual
Vampire Survivors,66,2711.216667,"[24.266666666666666, 0.08333333333333333, 115.81666666666666, 25.266666666666666, 29.55, 3.9166666666666665, 6.95, 2.4166666666666665, 7.35, 13.566666666666666, 14.55, 27.283333333333335, 13.05, 9.483333333333333, 139.33333333333334, 39.333333333333336, 56.28333333333333, 72.35, 47.28333333333333, 25.416666666666668, 35.93333333333333, 20.366666666666667, 38.38333333333333, 11.583333333333334, 13.05, 49.733333333333334, 112.71666666666667, 32.1, 15.616666666666667, 13.416666666666666, 19.866666666666667, 4.283333333333333, 44.9, 104.31666666666666, 15.233333333333333, 10.966666666666667, 41.61666666666667, 79.91666666666667, 44.45, 12.166666666666666, 3.716666666666667, 119.86666666666666, 29.466666666666665, 2.183333333333333, 5.633333333333334, 343.0833333333333, 64.23333333333333, 89.95, 133.26666666666668, 8.966666666666667, 28.25, 49.28333333333333, 40.36666666666667, 2.65, 19.333333333333332, 27.083333333333332, 47.233333333333334, 15.166666666666666, 60.6, 31.566666666666666, 66.71666666666667, 61.46666666666667, 39.45, 9.4, 13.733333333333333, 4.383333333333334]",41.0790404,Intense
Lost Ark,102,20912.56667,"[30.2, 47.0, 24.25, 51.35, 0.18333333333333332, 3.45, 4.633333333333334, 1.95, 699.9333333333333, 2727.2833333333333, 4.383333333333334, 463.4166666666667, 563.3166666666667, 2.7, 28.2, 462.5833333333333, 1.8833333333333333, 1.2166666666666666, 8.266666666666667, 0.9166666666666666, 146.45, 537.9333333333333, 0.5166666666666667, 1.0, 15.866666666666667, 6.366666666666666, 166.4, 3.5833333333333335, 2.4166666666666665, 2547.0, 82.85, 452.06666666666666, 17.883333333333333, 2.066666666666667, 12.683333333333334, 54.416666666666664, 559.2166666666667, 10.366666666666667, 38.4, 763.45, 366.25, 458.3, 0.9, 82.85, 171.15, 103.05, 0.48333333333333334, 98.7, 2.4, 163.75, 113.18333333333334, 0.11666666666666667, 22.05, 1.25, 19.1, 77.01666666666667, 156.53333333333333, 855.6166666666667, 11.65, 25.516666666666666, 121.0, 5.7, 0.6166666666666667, 73.06666666666666, 0.6166666666666667, 0.26666666666666666, 10.2, 441.56666666666666, 1.1, 0.3, 124.58333333333333, 0.8333333333333334, 110.7, 0.31666666666666665, 23.35, 49.6, 0.75, 4475.55, 100.33333333333333, 105.61666666666666, 2.65, 328.76666666666665, 37.46666666666667, 267.6333333333333, 32.9, 134.45, 38.35, 4.05, 305.1, 15.65, 1.75, 194.56666666666666, 59.43333333333333, 405.03333333333336, 1.25, 11.5, 31.05, 1.9, 10.35, 0.05, 2.7, 101.98333333333333]",205.0251634,Competitive
Warhammer: Vermintide 2,78,3500.466667,"[2.783333333333333, 0.15, 12.333333333333334, 41.583333333333336, 19.65, 8.0, 22.016666666666666, 0.8833333333333333, 69.18333333333334, 256.73333333333335, 15.3, 19.566666666666666, 43.35, 29.0, 93.3, 13.05, 3.5833333333333335, 7.416666666666667, 6.2, 11.783333333333333, 3.75, 81.48333333333333, 11.233333333333333, 19.1, 6.333333333333333, 13.333333333333334, 0.016666666666666666, 3.216666666666667, 14.45, 4.233333333333333, 12.65, 86.96666666666667, 9.9, 15.166666666666666, 76.03333333333333, 67.68333333333334, 9.25, 11.816666666666666, 20.366666666666667, 53.46666666666667, 2.4833333333333334, 2.933333333333333, 65.15, 55.483333333333334, 9.583333333333334, 2.75, 4.783333333333333, 1.8833333333333333, 10.283333333333333, 20.866666666666667, 8.25, 9.9, 6.083333333333333, 8.283333333333333, 1.1333333333333333, 653.7166666666667, 0.5833333333333334, 4.866666666666666, 11.716666666666667, 2.35, 206.55, 2.35, 1.7166666666666666, 53.71666666666667, 28.666666666666668, 200.25, 112.18333333333334, 5.133333333333334, 551.2166666666667, 54.766666666666666, 19.216666666666665, 73.98333333333333, 2.716666666666667, 39.016666666666666, 0.8333333333333334, 45.15, 9.766666666666667, 13.833333333333334]",44.87777778,Intense
Half-Life 2,141,1588.616667,"[1.1166666666666667, 16.933333333333334, 0.48333333333333334, 4.816666666666666, 2.3666666666666667, 0.03333333333333333, 0.016666666666666666, 0.016666666666666666, 6.6, 8.883333333333333, 12.316666666666666, 2.75, 1.35, 3.6333333333333333, 26.7, 0.016666666666666666, 4.85, 14.733333333333333, 0.08333333333333333, 1.35, 0.05, 8.716666666666667, 5.05, 9.766666666666667, 19.816666666666666, 14.983333333333333, 3.1, 2.5833333333333335, 1.9, 29.316666666666666, 2.0833333333333335, 12.816666666666666, 5.366666666666666, 3.0833333333333335, 0.016666666666666666, 16.733333333333334, 0.3333333333333333, 24.033333333333335, 1.85, 5.666666666666667, 0.15, 13.216666666666667, 1.1833333333333333, 3.0833333333333335, 0.016666666666666666, 1.3166666666666667, 8.333333333333334, 2.6333333333333333, 166.2, 68.75, 29.233333333333334, 18.533333333333335, 0.016666666666666666, 8.333333333333334, 0.11666666666666667, 6.833333333333333, 5.766666666666667, 1.1, 0.016666666666666666, 0.5833333333333334, 9.35, 3.35, 10.083333333333334, 10.166666666666666, 6.333333333333333, 0.3333333333333333, 0.11666666666666667, 19.683333333333334, 0.03333333333333333, 0.1, 16.65, 8.816666666666666, 14.466666666666667, 1.35, 23.666666666666668, 0.5666666666666667, 0.016666666666666666, 3.65, 0.016666666666666666, 10.233333333333333, 11.216666666666667, 1.6833333333333333, 419.78333333333336, 8.383333333333333, 0.06666666666666667, 12.9, 0.18333333333333332, 2.183333333333333, 7.533333333333333, 1.6, 5.166666666666667, 18.616666666666667, 1.25, 1.9, 0.25, 0.016666666666666666, 1.65, 2.5, 16.216666666666665, 32.4, 0.06666666666666667, 11.983333333333333, 2.35, 3.3, 25.35, 0.3, 35.75, 1.1666666666666667, 0.75, 9.316666666666666, 1.3666666666666667, 3.5166666666666666, 0.36666666666666664, 1.5666666666666667, 2.466666666666667, 0.05, 12.2, 5.75, 0.1, 0.4, 9.716666666666667, 4.066666666666666, 2.3, 15.016666666666667, 2.5, 15.35, 2.2666666666666666, 3.25, 16.616666666666667, 1.3833333333333333, 21.466666666666665, 8.266666666666667, 0.18333333333333332, 0.5333333333333333, 4.283333333333333, 0.11666666666666667, 11.116666666666667, 15.466666666666667, 16.183333333333334, 10.383333333333333, 13.816666666666666]",11.26678487,Casual
