Total number of games found: 10874,,,,,
Number of games with 20 or more players: 590,,,,,
game name,number of players,total playtime,playtime distribution,average playtime,Category
Metro Exodus Enhanced Edition,22,189.1333333,"[8.283333333333333, 0.05, 2.2666666666666666, 22.583333333333332, 1.05, 19.633333333333333, 14.95, 17.95, 0.16666666666666666, 0.4166666666666667, 1.2, 0.05, 24.15, 0.35, 1.75, 0.03333333333333333, 2.216666666666667, 42.86666666666667, 2.25, 1.85, 0.8333333333333334, 24.233333333333334]",8.596969697,Casual
New World,53,10309.51667,"[16.0, 430.3333333333333, 42.05, 23.083333333333332, 108.75, 325.98333333333335, 20.966666666666665, 264.43333333333334, 569.05, 156.13333333333333, 138.93333333333334, 42.31666666666667, 635.4166666666666, 28.6, 57.93333333333333, 3.5166666666666666, 2428.15, 23.983333333333334, 5.566666666666666, 310.15, 115.6, 106.86666666666666, 51.71666666666667, 459.06666666666666, 154.66666666666666, 26.483333333333334, 97.0, 471.6, 230.66666666666666, 0.5, 188.53333333333333, 21.283333333333335, 17.916666666666668, 28.366666666666667, 16.183333333333334, 404.03333333333336, 37.93333333333333, 31.433333333333334, 6.016666666666667, 384.1666666666667, 52.43333333333333, 43.03333333333333, 97.03333333333333, 64.25, 82.31666666666666, 73.85, 49.9, 591.4, 566.4, 0.26666666666666666, 26.55, 165.1, 15.6]",194.5191824,Competitive
Destiny 2,94,15152.93333,"[28.083333333333332, 1.5, 2.35, 0.6833333333333333, 3.75, 0.9166666666666666, 178.08333333333334, 13.666666666666666, 1.5666666666666667, 3.4, 55.266666666666666, 2.4166666666666665, 0.23333333333333334, 1.8666666666666667, 53.13333333333333, 0.7333333333333333, 37.18333333333333, 5.566666666666666, 7.083333333333333, 6.716666666666667, 1.2, 2.283333333333333, 0.5166666666666667, 0.016666666666666666, 35.333333333333336, 28.683333333333334, 18.75, 0.7, 5.3, 76.26666666666667, 0.7666666666666667, 0.15, 13.583333333333334, 0.6666666666666666, 4.083333333333333, 6233.85, 31.283333333333335, 25.666666666666668, 298.1333333333333, 450.71666666666664, 9.283333333333333, 0.18333333333333332, 1.4666666666666666, 0.16666666666666666, 14.633333333333333, 0.7666666666666667, 18.9, 1.5, 3.1666666666666665, 10.633333333333333, 5.25, 67.88333333333334, 131.33333333333334, 0.7833333333333333, 0.6666666666666666, 0.16666666666666666, 484.31666666666666, 8.266666666666667, 9.2, 1249.7333333333333, 1091.6333333333334, 0.35, 0.6166666666666667, 26.433333333333334, 4.716666666666667, 2.8, 1.0, 6.416666666666667, 541.5833333333334, 644.9666666666667, 3.9833333333333334, 0.6333333333333333, 11.25, 189.03333333333333, 0.36666666666666664, 5.3, 0.7, 5.366666666666666, 1.7333333333333334, 299.1166666666667, 6.383333333333334, 14.733333333333333, 13.316666666666666, 109.33333333333333, 26.35, 9.316666666666666, 10.766666666666667, 16.0, 1.5833333333333333, 2.8833333333333333, 2274.2, 16.733333333333334, 2.85, 160.03333333333333]",161.2014184,Competitive
Halo: The Master Chief Collection,37,2891.2,"[17.4, 22.533333333333335, 13.216666666666667, 53.71666666666667, 2.1, 25.0, 0.5666666666666667, 7.75, 4.083333333333333, 5.5, 41.95, 0.43333333333333335, 58.63333333333333, 47.666666666666664, 41.93333333333333, 42.233333333333334, 0.16666666666666666, 0.1, 14.383333333333333, 17.45, 108.9, 2.0166666666666666, 40.9, 31.716666666666665, 2.1333333333333333, 1981.4833333333333, 34.833333333333336, 26.133333333333333, 2.35, 14.716666666666667, 6.383333333333334, 26.9, 91.75, 32.81666666666667, 0.9666666666666667, 24.666666666666668, 45.71666666666667]",78.14054054,Competitive
Remnant: From the Ashes,32,744.1833333,"[11.05, 54.05, 2.7, 13.75, 17.25, 32.75, 17.716666666666665, 1.0833333333333333, 23.65, 2.2666666666666666, 1.1, 0.11666666666666667, 79.16666666666667, 9.033333333333333, 2.566666666666667, 8.25, 0.7166666666666667, 12.1, 34.0, 8.75, 3.7666666666666666, 17.783333333333335, 57.016666666666666, 4.866666666666666, 256.6, 4.066666666666666, 2.15, 29.05, 4.0, 4.4, 27.05, 1.3666666666666667]",23.25572917,Casual
STAR WARS Jedi: Fallen Order™ ,39,677.7833333,"[41.31666666666667, 24.333333333333332, 4.5, 36.233333333333334, 9.95, 15.0, 18.383333333333333, 25.816666666666666, 21.266666666666666, 37.61666666666667, 19.183333333333334, 18.016666666666666, 35.2, 16.666666666666668, 28.383333333333333, 3.933333333333333, 23.883333333333333, 3.183333333333333, 18.8, 0.31666666666666665, 5.433333333333334, 3.066666666666667, 14.216666666666667, 0.05, 8.383333333333333, 8.65, 18.65, 26.383333333333333, 18.966666666666665, 12.35, 27.666666666666668, 21.583333333333332, 4.383333333333334, 20.933333333333334, 49.65, 12.25, 0.8333333333333334, 10.116666666666667, 12.233333333333333]",17.37905983,Casual
STAR WARS™: Squadrons,20,105.25,"[2.1666666666666665, 8.616666666666667, 17.3, 0.6833333333333333, 4.466666666666667, 0.8333333333333334, 10.916666666666666, 0.26666666666666666, 5.866666666666666, 0.95, 6.7, 0.8333333333333334, 1.3333333333333333, 0.85, 9.416666666666666, 15.266666666666667, 4.35, 7.133333333333334, 1.2333333333333334, 6.066666666666666]",5.2625,Casual
Titanfall® 2,25,102.8333333,"[9.85, 6.2, 8.733333333333333, 5.516666666666667, 2.65, 3.316666666666667, 4.733333333333333, 4.8, 6.166666666666667, 2.8666666666666667, 1.55, 7.9, 1.5, 0.23333333333333334, 0.03333333333333333, 0.18333333333333332, 0.7166666666666667, 7.5, 5.266666666666667, 2.0, 9.683333333333334, 0.016666666666666666, 2.216666666666667, 6.933333333333334, 2.2666666666666666]",4.113333333,Casual
Days Gone,31,648.85,"[4.183333333333334, 8.766666666666667, 30.316666666666666, 58.05, 3.45, 6.466666666666667, 8.116666666666667, 2.05, 0.016666666666666666, 3.1333333333333333, 22.65, 50.1, 8.283333333333333, 0.13333333333333333, 37.18333333333333, 2.3333333333333335, 12.033333333333333, 23.033333333333335, 1.45, 136.36666666666667, 92.36666666666666, 0.9833333333333333, 1.6333333333333333, 3.533333333333333, 41.61666666666667, 3.2333333333333334, 8.85, 17.75, 11.516666666666667, 43.3, 5.95]",20.93064516,Casual
Fallout 76,25,848.8666667,"[35.81666666666667, 0.5833333333333334, 129.58333333333334, 39.95, 65.43333333333334, 22.8, 1.6333333333333333, 0.7666666666666667, 11.733333333333333, 4.166666666666667, 117.85, 2.95, 268.9, 2.6, 19.966666666666665, 5.65, 9.766666666666667, 88.26666666666667, 3.316666666666667, 0.13333333333333333, 1.4166666666666667, 0.7166666666666667, 1.8833333333333333, 0.3, 12.683333333333334]",33.95466667,Casual
OUTRIDERS,24,876.8166667,"[13.85, 14.833333333333334, 29.516666666666666, 36.06666666666667, 11.116666666666667, 3.9166666666666665, 41.7, 155.28333333333333, 23.266666666666666, 65.43333333333334, 67.95, 97.83333333333333, 20.283333333333335, 1.0166666666666666, 76.4, 0.5666666666666667, 39.03333333333333, 3.683333333333333, 26.866666666666667, 44.15, 0.9, 55.3, 45.46666666666667, 2.3833333333333333]",36.53402778,Casual
V Rising,29,2244.95,"[21.183333333333334, 13.166666666666666, 9.183333333333334, 38.15, 27.733333333333334, 2.3666666666666667, 61.666666666666664, 880.2833333333333, 2.8666666666666667, 58.95, 2.0166666666666666, 148.28333333333333, 0.5333333333333333, 196.11666666666667, 6.633333333333334, 83.55, 6.016666666666667, 19.65, 12.2, 2.9166666666666665, 336.3833333333333, 1.8833333333333333, 0.7666666666666667, 151.03333333333333, 5.883333333333334, 140.13333333333333, 8.916666666666666, 0.6166666666666667, 5.866666666666666]",77.41206897,Competitive
Balatro,23,905.6166667,"[10.15, 31.65, 186.28333333333333, 41.86666666666667, 32.95, 11.116666666666667, 0.016666666666666666, 2.683333333333333, 46.63333333333333, 6.166666666666667, 28.3, 1.8666666666666667, 47.75, 52.416666666666664, 22.683333333333334, 2.433333333333333, 152.51666666666668, 1.7333333333333334, 101.98333333333333, 61.93333333333333, 25.166666666666668, 1.6666666666666667, 35.65]",39.37463768,Casual
Starfield,29,1857.316667,"[101.48333333333333, 9.15, 129.81666666666666, 123.68333333333334, 33.083333333333336, 53.35, 217.25, 106.6, 50.416666666666664, 105.51666666666667, 13.5, 81.55, 16.25, 38.53333333333333, 114.53333333333333, 35.2, 4.133333333333334, 12.033333333333333, 86.76666666666667, 1.0166666666666666, 27.966666666666665, 49.03333333333333, 46.65, 15.683333333333334, 42.88333333333333, 108.66666666666667, 8.966666666666667, 215.46666666666667, 8.133333333333333]",64.0454023,Intense
Last Epoch,35,2533.8,"[7.033333333333333, 232.43333333333334, 3.65, 20.016666666666666, 24.0, 118.56666666666666, 0.8166666666666667, 174.11666666666667, 30.35, 156.81666666666666, 127.05, 31.083333333333332, 2.3833333333333333, 14.0, 77.65, 193.85, 6.7, 121.41666666666667, 139.93333333333334, 8.05, 76.9, 77.18333333333334, 10.75, 7.3, 37.8, 2.3, 106.8, 68.11666666666666, 57.0, 55.81666666666667, 105.88333333333334, 187.63333333333333, 42.68333333333333, 5.35, 202.36666666666667]",72.39428571,Competitive
Dota 2,204,121051.05,"[1.4833333333333334, 109.1, 5.316666666666666, 3.7, 10.666666666666666, 1157.15, 3013.9666666666667, 1.1666666666666667, 21.533333333333335, 0.15, 54.25, 5.966666666666667, 3.2666666666666666, 5.683333333333334, 7.9, 5179.733333333334, 3720.8166666666666, 1252.7, 0.5333333333333333, 58.916666666666664, 8417.05, 111.68333333333334, 2249.7833333333333, 0.16666666666666666, 1.35, 2557.133333333333, 1.65, 71.85, 1388.8333333333333, 692.0666666666667, 1868.6833333333334, 2689.5666666666666, 730.45, 1.3333333333333333, 0.26666666666666666, 21.616666666666667, 4.066666666666666, 5.816666666666666, 2499.4666666666667, 76.8, 15.433333333333334, 0.5833333333333334, 1.4166666666666667, 1715.4166666666667, 4.216666666666667, 42.15, 2.5166666666666666, 25.25, 20.25, 4.033333333333333, 0.5, 139.1, 753.3666666666667, 0.4166666666666667, 0.6833333333333333, 1887.5, 741.9666666666667, 156.26666666666668, 10.166666666666666, 20.166666666666668, 1.3833333333333333, 13.233333333333333, 462.6166666666667, 11.583333333333334, 3405.55, 1.4166666666666667, 2715.85, 1.8666666666666667, 408.15, 0.25, 0.95, 11.866666666666667, 1456.6, 28.0, 38.05, 107.61666666666666, 44.3, 24.083333333333332, 7.416666666666667, 726.3833333333333, 9.95, 166.66666666666666, 0.38333333333333336, 30.983333333333334, 187.0, 12.616666666666667, 11.65, 108.4, 880.9666666666667, 0.5833333333333334, 0.43333333333333335, 23.216666666666665, 830.2166666666667, 2441.983333333333, 4.683333333333334, 2219.983333333333, 0.85, 2017.3166666666666, 1.95, 15.333333333333334, 3.5833333333333335, 1.6666666666666667, 16.083333333333332, 2.4833333333333334, 17.85, 0.6, 15.816666666666666, 19.85, 15.55, 2.066666666666667, 24.55, 27.45, 0.9166666666666666, 2.0, 22.933333333333334, 0.9333333333333333, 2717.7833333333333, 1938.1333333333334, 2.05, 15.316666666666666, 241.93333333333334, 7.133333333333334, 65.08333333333333, 0.2, 6.066666666666666, 17.9, 29.233333333333334, 0.3, 4228.65, 3.5833333333333335, 66.65, 0.45, 1119.8333333333333, 0.65, 502.18333333333334, 6.083333333333333, 9.95, 1435.7666666666667, 4102.2, 4988.116666666667, 1.6833333333333333, 1068.7166666666667, 0.3, 10.083333333333334, 7.45, 8.05, 2.933333333333333, 5.116666666666666, 10.416666666666666, 0.7666666666666667, 3067.0, 1.3666666666666667, 702.0333333333333, 5.133333333333334, 22.033333333333335, 479.6333333333333, 1.0833333333333333, 1414.0, 4521.866666666667, 22.8, 3373.0, 1860.3166666666666, 4.633333333333334, 28.733333333333334, 2838.0333333333333, 21.7, 191.33333333333334, 89.23333333333333, 1.1833333333333333, 3082.016666666667, 336.8333333333333, 1546.15, 0.16666666666666666, 1.05, 0.6666666666666666, 10.816666666666666, 0.36666666666666664, 5.95, 68.31666666666666, 1.5, 112.11666666666666, 4450.316666666667, 1071.1333333333334, 296.0833333333333, 1282.6833333333334, 325.76666666666665, 1.7333333333333334, 107.0, 8.1, 2475.483333333333, 11.216666666666667, 3.3833333333333333, 164.4, 24.5, 4.066666666666666, 407.98333333333335, 487.23333333333335, 4.4, 1154.35, 0.3333333333333333, 0.31666666666666665, 11.233333333333333, 144.46666666666667, 31.333333333333332]",593.3875,Competitive
Call of Duty: Modern Warfare 2 (2009),107,1528.983333,"[8.683333333333334, 6.883333333333334, 0.2833333333333333, 1.3666666666666667, 7.616666666666666, 8.45, 2.2333333333333334, 30.95, 9.066666666666666, 15.9, 6.233333333333333, 5.466666666666667, 11.833333333333334, 4.25, 8.833333333333334, 5.683333333333334, 75.76666666666667, 4.683333333333334, 0.9166666666666666, 27.016666666666666, 11.0, 15.816666666666666, 49.916666666666664, 0.6, 5.166666666666667, 0.36666666666666664, 10.3, 18.35, 23.483333333333334, 5.033333333333333, 8.933333333333334, 28.5, 6.15, 11.233333333333333, 4.616666666666666, 69.03333333333333, 2.9, 1.3666666666666667, 4.683333333333334, 2.283333333333333, 2.0833333333333335, 10.7, 10.75, 7.183333333333334, 7.833333333333333, 2.2666666666666666, 38.7, 0.26666666666666666, 1.45, 32.71666666666667, 24.4, 0.4666666666666667, 0.9333333333333333, 17.466666666666665, 3.1, 9.7, 15.266666666666667, 7.0, 15.433333333333334, 4.033333333333333, 11.0, 0.016666666666666666, 2.466666666666667, 5.3, 8.183333333333334, 0.5666666666666667, 7.5, 56.96666666666667, 9.25, 18.466666666666665, 93.75, 71.8, 4.083333333333333, 4.916666666666667, 0.1, 0.016666666666666666, 10.183333333333334, 15.716666666666667, 0.05, 6.45, 0.016666666666666666, 24.816666666666666, 5.55, 2.7333333333333334, 0.7333333333333333, 15.866666666666667, 12.966666666666667, 24.866666666666667, 2.8833333333333333, 30.3, 34.583333333333336, 15.983333333333333, 2.4, 55.43333333333333, 6.866666666666666, 45.31666666666667, 29.616666666666667, 3.683333333333333, 17.716666666666665, 18.016666666666666, 8.583333333333334, 23.65, 16.183333333333334, 13.083333333333334, 19.083333333333332, 17.75, 19.916666666666668]",14.28956386,Casual
Call of Duty: Modern Warfare 2 (2009) - Multiplayer,114,19094.18333,"[14.583333333333334, 64.26666666666667, 18.583333333333332, 66.43333333333334, 1.3833333333333333, 35.56666666666667, 38.11666666666667, 649.65, 81.83333333333333, 91.03333333333333, 18.6, 308.7, 65.75, 109.85, 141.96666666666667, 39.43333333333333, 7.883333333333334, 8.866666666666667, 48.483333333333334, 15.9, 90.56666666666666, 17.05, 248.05, 1036.9, 6.383333333333334, 81.18333333333334, 189.66666666666666, 85.48333333333333, 12.633333333333333, 74.45, 215.63333333333333, 0.08333333333333333, 120.5, 227.48333333333332, 373.43333333333334, 9.2, 15.0, 7.533333333333333, 923.1, 25.35, 22.416666666666668, 162.75, 3.1666666666666665, 65.91666666666667, 120.6, 57.416666666666664, 100.08333333333333, 64.91666666666667, 111.38333333333334, 213.1, 93.83333333333333, 2.6166666666666667, 2.15, 111.3, 26.466666666666665, 51.18333333333333, 9.1, 20.233333333333334, 3.783333333333333, 1.3666666666666667, 127.21666666666667, 8.916666666666666, 4241.083333333333, 251.8, 49.25, 870.1666666666666, 463.96666666666664, 25.183333333333334, 13.15, 9.633333333333333, 35.56666666666667, 254.55, 5.916666666666667, 173.61666666666667, 148.66666666666666, 95.6, 15.05, 928.3833333333333, 13.7, 6.566666666666666, 0.4666666666666667, 117.66666666666667, 35.583333333333336, 5.133333333333334, 26.683333333333334, 0.4166666666666667, 19.633333333333333, 7.816666666666666, 0.8833333333333333, 831.0166666666667, 123.0, 5.3, 11.766666666666667, 359.56666666666666, 108.35, 2.4166666666666665, 2.8833333333333333, 226.18333333333334, 3.5166666666666666, 94.41666666666667, 361.8, 107.56666666666666, 242.58333333333334, 538.0333333333333, 70.58333333333333, 60.53333333333333, 9.583333333333334, 19.566666666666666, 399.4, 4.216666666666667, 437.55, 67.58333333333333, 129.43333333333334, 94.71666666666667]",167.4928363,Competitive
Darksiders,29,272.2666667,"[9.95, 26.25, 0.4166666666666667, 0.35, 0.016666666666666666, 1.35, 2.8666666666666667, 0.2833333333333333, 0.5, 0.5666666666666667, 8.816666666666666, 0.11666666666666667, 1.9833333333333334, 0.5, 96.31666666666666, 3.7666666666666666, 22.616666666666667, 14.866666666666667, 3.9833333333333334, 0.75, 0.7, 12.0, 38.483333333333334, 1.0666666666666667, 19.966666666666665, 2.2333333333333334, 0.4, 0.8333333333333334, 0.31666666666666665]",9.388505747,Casual
Call of Duty: Black Ops,77,980.9333333,"[205.41666666666666, 0.13333333333333333, 7.75, 5.633333333333334, 10.416666666666666, 21.116666666666667, 4.816666666666666, 2.05, 2.216666666666667, 0.31666666666666665, 1.5166666666666666, 15.216666666666667, 8.95, 0.23333333333333334, 19.916666666666668, 15.616666666666667, 19.15, 8.65, 53.78333333333333, 5.166666666666667, 15.183333333333334, 0.03333333333333333, 3.7333333333333334, 18.816666666666666, 1.1166666666666667, 0.15, 0.4, 8.766666666666667, 9.6, 2.2, 4.233333333333333, 6.05, 8.366666666666667, 2.533333333333333, 0.48333333333333334, 1.8333333333333333, 4.116666666666666, 5.183333333333334, 3.45, 4.8, 19.533333333333335, 0.016666666666666666, 0.8333333333333334, 8.55, 5.566666666666666, 2.1666666666666665, 6.55, 30.9, 11.266666666666667, 9.533333333333333, 25.45, 30.283333333333335, 23.566666666666666, 6.633333333333334, 2.35, 8.266666666666667, 0.08333333333333333, 13.133333333333333, 1.8666666666666667, 13.95, 12.216666666666667, 15.366666666666667, 0.016666666666666666, 14.883333333333333, 18.233333333333334, 3.8666666666666667, 15.433333333333334, 0.7333333333333333, 2.8833333333333333, 4.666666666666667, 1.65, 130.3, 0.016666666666666666, 5.216666666666667, 6.383333333333334, 13.6, 5.85]",12.73939394,Casual
Call of Duty: Black Ops - Multiplayer,78,8392.25,"[105.73333333333333, 1.0666666666666667, 96.63333333333334, 58.38333333333333, 30.133333333333333, 180.7, 227.45, 21.066666666666666, 393.25, 170.53333333333333, 25.5, 0.21666666666666667, 108.51666666666667, 314.8666666666667, 26.366666666666667, 20.766666666666666, 21.033333333333335, 68.71666666666667, 82.81666666666666, 0.95, 0.4, 4.766666666666667, 579.65, 32.18333333333333, 38.06666666666667, 0.2833333333333333, 45.56666666666667, 21.633333333333333, 10.8, 99.48333333333333, 102.48333333333333, 110.01666666666667, 44.11666666666667, 30.6, 231.81666666666666, 151.16666666666666, 64.96666666666667, 0.5666666666666667, 7.366666666666666, 42.3, 5.316666666666666, 2487.75, 15.183333333333334, 58.65, 2.0833333333333335, 23.7, 18.466666666666665, 87.8, 8.4, 17.466666666666665, 35.75, 0.16666666666666666, 1.4166666666666667, 3.3, 83.88333333333334, 300.05, 458.68333333333334, 0.1, 268.4, 0.5166666666666667, 13.95, 64.48333333333333, 48.516666666666666, 53.43333333333333, 153.15, 14.266666666666667, 42.53333333333333, 0.4166666666666667, 24.766666666666666, 42.666666666666664, 0.5, 22.733333333333334, 6.333333333333333, 104.66666666666667, 24.666666666666668, 246.98333333333332, 73.2, 4.966666666666667]",107.5929487,Competitive
